Item Fat Content,Item Identifier,Item Type,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Rating,Outlet_Age,Item_Visibility_Log,Sales_Log
Low Fat,DRF23,Hard Drinks,OUT049,Tier 1,Medium,Supermarket Type1,0.122843005,4.61,4.0,12,-2.096848120992995,5.155829411975559
Low Fat,DRL35,Hard Drinks,OUT049,Tier 1,Medium,Supermarket Type1,0.030751366,15.7,4.0,12,-3.4818208629520444,3.774529488230032
Low Fat,NCZ53,Health and Hygiene,OUT049,Tier 1,Medium,Supermarket Type1,0.024515221,9.6,4.0,12,-3.7084610890307306,5.24818865692622
Low Fat,NCU05,Health and Hygiene,OUT049,Tier 1,Medium,Supermarket Type1,0.058827557,11.8,4.0,12,-2.833144877400111,4.405032459583808
Low Fat,NCY05,Health and Hygiene,OUT049,Tier 1,Medium,Supermarket Type1,0.055075504,13.5,4.0,12,-2.8990502351780894,3.5376902182130223
Low Fat,NCF07,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.032072321,9.0,4.0,12,-3.4397618949616615,4.636684356803247
Low Fat,NCF31,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.051928034,9.13,4.0,12,-2.9578964804984493,5.026524391160043
Low Fat,NCM18,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.082970667,13.0,4.0,12,-2.489268143287997,4.11119184639849
Low Fat,NCL06,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.072178679,14.65,4.0,12,-2.628610581403519,5.57579530344096
Low Fat,NCU06,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.074522745,17.6,4.0,12,-2.5966508981783765,5.4372137170152826
Low Fat,NCL42,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.040434372,18.85,4.0,12,-3.2080750636542557,5.502540653169663
Low Fat,NCM43,Others,OUT049,Tier 1,Medium,Supermarket Type1,0.01950565,14.5,4.0,12,-3.93705111179026,5.105466571366278
Low Fat,NCQ38,Others,OUT049,Tier 1,Medium,Supermarket Type1,0.013387211,16.35,4.0,12,-4.3134554307428665,4.669346141406655
Low Fat,FDI57,Seafood,OUT049,Tier 1,Medium,Supermarket Type1,0.05410964,19.85,4.0,12,-2.916742920463652,5.278506419217246
Low Fat,FDQ09,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.058222587,7.235,4.0,12,-2.843481906749765,4.752584513167993
Low Fat,FDZ46,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.069231189,7.485,4.0,12,-2.6703038098044116,4.728473954317173
Low Fat,FDB22,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.111613921,8.02,4.0,12,-2.192709496670962,5.035001349307529
Low Fat,FDW33,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.099274694,9.395,4.0,12,-2.309864584316588,4.658976320546619
Low Fat,FDB10,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.067312613,10.0,4.0,12,-2.6984076453297057,5.461112008033768
Low Fat,FDX58,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.043831721,13.15,4.0,12,-3.1273974999789105,5.221409324007458
Low Fat,FDB34,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.026651184,15.25,4.0,12,-3.624921701589813,4.473006999799263
Low Fat,FDE59,Starchy Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.062384659,12.15,4.0,12,-2.774435883191637,3.5738389044028036
Low Fat,FDE47,Starchy Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.037967687,14.15,4.0,12,-3.2710198231069487,4.841068843963091
Low Fat,FDH35,Starchy Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.060342304,18.25,4.0,12,-2.8077218623540796,5.1177099397934045
Regular,FDS11,Breads,OUT049,Tier 1,Medium,Supermarket Type1,0.055644887,7.05,4.0,12,-2.8887650832893343,5.420131378005172
Regular,FDT01,Canned,OUT049,Tier 1,Medium,Supermarket Type1,0.184454044,13.65,4.0,12,-1.6903549305389698,5.358895869653962
Regular,FDN50,Canned,OUT049,Tier 1,Medium,Supermarket Type1,0.026561057,16.85,4.0,12,-3.628309158479024,4.550840708109335
Regular,FDJ02,Canned,OUT049,Tier 1,Medium,Supermarket Type1,0.025205909,17.2,4.0,12,-3.6806768278248816,5.011580180883435
Regular,FDV01,Canned,OUT049,Tier 1,Medium,Supermarket Type1,0.085082648,19.2,4.0,12,-2.4641321654861,5.040397311934067
Regular,FDH26,Canned,OUT049,Tier 1,Medium,Supermarket Type1,0.034753686,19.25,4.0,12,-3.3594696406541207,4.959690009321773
Regular,FDB03,Dairy,OUT049,Tier 1,Medium,Supermarket Type1,0.157075658,17.75,4.0,12,-1.8510276916202515,5.487092222609234
Regular,FDC29,Frozen Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.024243294,8.39,4.0,12,-3.7196152359242722,4.762324350835124
Regular,FDE41,Frozen Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.064113698,9.195,4.0,12,-2.7470972405376446,4.47228544138452
Regular,FDC05,Frozen Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.098938169,13.1,4.0,12,-2.3132601795191685,5.282070091490169
Regular,FDW16,Frozen Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.041538713,17.35,4.0,12,-3.1811294431999735,4.545212091992628
Regular,FDR44,Fruits and Vegetables,OUT049,Tier 1,Medium,Supermarket Type1,0.103080901,6.11,4.0,12,-2.272241152452316,4.88504788337563
Regular,FDU19,Fruits and Vegetables,OUT049,Tier 1,Medium,Supermarket Type1,0.046844194,8.77,4.0,12,-3.0609282054053057,5.1661690170782615
Regular,FDX56,Fruits and Vegetables,OUT049,Tier 1,Medium,Supermarket Type1,1e-09,17.1,4.0,12,-20.72326583694641,5.345028227607147
Regular,FDQ32,Fruits and Vegetables,OUT049,Tier 1,Medium,Supermarket Type1,0.046680961,17.85,4.0,12,-3.0644188848005407,4.8116866705722705
Regular,FDP03,Meat,OUT049,Tier 1,Medium,Supermarket Type1,0.061272194,5.15,4.0,12,-2.792429144170169,4.841338939848772
Regular,FDI09,Seafood,OUT049,Tier 1,Medium,Supermarket Type1,0.12953868,20.75,4.0,12,-2.043775755182016,5.485991240768601
Regular,FDE10,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,1e-09,6.67,4.0,12,-20.72326583694641,4.8983068550428035
Regular,FDO45,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.038011783,13.15,4.0,12,-3.269859088372924,4.507398579356701
Regular,FDO22,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.017887238,13.5,4.0,12,-4.023667781306767,4.388207493748963
Regular,FDY33,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.09735225,14.5,4.0,12,-2.329419434950278,5.0859047819056125
Low Fat,NCX06,Household,OUT019,Tier 1,Small,Grocery Store,0.02746599,17.6,4.0,6,-3.59480676696062,5.2072848245914685
Low Fat,FDL36,Baking Goods,OUT019,Tier 1,Small,Grocery Store,0.133198355,15.1,4.0,6,-2.015915870801958,4.522690344247799
Low Fat,FDV23,Breads,OUT019,Tier 1,Small,Grocery Store,0.185306514,11.0,4.0,6,-1.6857439925040623,4.841068843963091
Low Fat,FDO13,Breakfast,OUT019,Tier 1,Small,Grocery Store,0.106907604,7.865,4.0,6,-2.23579033158192,5.0989672431910344
Low Fat,FDE02,Canned,OUT019,Tier 1,Small,Grocery Store,0.212293753,8.71,4.0,6,-1.5497843360473584,4.535582137418394
Low Fat,DRE15,Dairy,OUT019,Tier 1,Small,Grocery Store,0.031139933,13.35,4.0,6,-3.4692642641521383,4.3281141236575795
Low Fat,FDA38,Dairy,OUT019,Tier 1,Small,Grocery Store,0.04461205,5.44,4.0,6,-3.1097512770757954,5.489573061478534
Low Fat,FDD39,Dairy,OUT019,Tier 1,Small,Grocery Store,0.122832172,16.7,4.0,6,-2.0969363106110044,5.387632338224895
Low Fat,FDD05,Frozen Foods,OUT019,Tier 1,Small,Grocery Store,0.029084548,19.35,4.0,6,-3.5375482423968654,4.812264026995297
Low Fat,FDM28,Frozen Foods,OUT019,Tier 1,Small,Grocery Store,0.079146113,15.7,4.0,6,-2.5364596031471818,5.206563854296427
Low Fat,FDC45,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.237651344,17.0,4.0,6,-1.436950620562558,5.1428943776787825
Low Fat,FDL20,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.224837308,17.1,4.0,6,-1.4923782138784876,4.734342340927381
Low Fat,NCS53,Health and Hygiene,OUT019,Tier 1,Small,Grocery Store,0.157190017,14.5,4.0,6,-1.850299906092623,5.0617110981678355
Low Fat,NCW29,Health and Hygiene,OUT019,Tier 1,Small,Grocery Store,0.050535312,14.0,4.0,6,-2.9850829395357157,4.875433936427409
Low Fat,NCF19,Household,OUT019,Tier 1,Small,Grocery Store,0.061470858,13.0,4.0,6,-2.7891920701323247,3.904059379768645
Low Fat,NCF31,Household,OUT019,Tier 1,Small,Grocery Store,0.090778148,9.13,4.0,6,-2.3993366831312968,5.037617316507193
Low Fat,NCI06,Household,OUT019,Tier 1,Small,Grocery Store,0.083547515,11.3,4.0,6,-2.4823397670521166,5.193878648126787
Low Fat,NCI31,Others,OUT019,Tier 1,Small,Grocery Store,0.142393355,20.0,4.0,6,-1.949161945418918,3.6221785968116818
Low Fat,NCM43,Others,OUT019,Tier 1,Small,Grocery Store,0.03409886,14.5,4.0,6,-3.3784913263365413,5.097552777789159
Low Fat,NCN19,Others,OUT019,Tier 1,Small,Grocery Store,0.021184746,13.1,4.0,6,-3.854473884590784,5.249930371095174
Low Fat,FDX21,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.148764535,7.05,4.0,6,-1.9053905250444134,4.7202045586401455
Low Fat,FDZ58,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.091354948,17.85,4.0,6,-2.393002832326705,4.81467880262601
Low Fat,DRH49,Soft Drinks,OUT019,Tier 1,Small,Grocery Store,0.043168763,19.7,4.0,6,-3.1426381239832692,4.429139201988074
Regular,FDL12,Baking Goods,OUT019,Tier 1,Small,Grocery Store,0.212963193,15.85,4.0,6,-1.5466359310217404,4.103006935300753
Regular,FDM36,Baking Goods,OUT019,Tier 1,Small,Grocery Store,0.102830104,11.65,4.0,6,-2.2746771283635465,5.15699686024286
Regular,FDQ11,Breads,OUT019,Tier 1,Small,Grocery Store,0.118535581,5.695,4.0,6,-2.1325421018730695,5.550626633146497
Regular,FDZ25,Canned,OUT019,Tier 1,Small,Grocery Store,1e-09,15.7,4.0,6,-20.72326583694641,5.1409557036947815
Regular,FDX38,Dairy,OUT019,Tier 1,Small,Grocery Store,0.084404264,10.5,4.0,6,-2.4721373573293706,3.922717613693598
Regular,FDH17,Frozen Foods,OUT019,Tier 1,Small,Grocery Store,0.029157849,16.2,4.0,6,-3.5350311399945817,4.585708020728134
Regular,FDU28,Frozen Foods,OUT019,Tier 1,Small,Grocery Store,0.164438907,19.2,4.0,6,-1.8052161637758144,5.243974162753643
Regular,FDC57,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.095587976,20.1,4.0,6,-2.3477082408935788,5.2729072466108216
Regular,FDK08,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.214139786,9.195,4.0,6,-1.5411262715987346,4.638620435842424
Regular,FDS31,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,1e-09,13.1,4.0,6,-20.72326583694641,5.190352351011945
Regular,FDL21,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.01251245,15.85,4.0,6,-4.3810311303527785,3.682559525369117
Regular,FDX22,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.04022593,6.785,4.0,6,-3.2132434664206726,5.3565523118311305
Low Fat,FDQ14,Dairy,OUT019,Tier 1,Small,Grocery Store,0.10818157,9.27,4.0,6,-2.223944259795211,5.014660515345876
Low Fat,NCO54,Household,OUT019,Tier 1,Small,Grocery Store,0.024992442,19.5,4.0,6,-3.68918181982184,4.001157793051537
Low Fat,FDV45,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.078872251,16.75,4.0,6,-2.539925811343023,5.2499440154999455
Regular,FDX48,Baking Goods,OUT019,Tier 1,Small,Grocery Store,0.066336811,17.75,4.0,6,-2.71301031716433,5.044492933696705
Low Fat,FDU39,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.036037952,18.85,4.0,8,-3.3231826736058117,4.085239907017793
Low Fat,DRD49,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.167831064,9.895,4.0,8,-1.7847973769335903,5.474186484392434
Low Fat,FDC48,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.015859294,9.195,4.0,8,-4.143999578268127,4.449208534006864
Low Fat,FDW59,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.020715913,13.15,4.0,8,-3.876853130081753,4.437421132617379
Low Fat,FDN13,Breakfast,OUT046,Tier 1,Small,Supermarket Type1,0.152058281,18.6,4.0,8,-1.8834914039938715,4.614484671169882
Low Fat,FDT13,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.018571641,14.85,4.0,8,-3.986119539185748,5.238150077638964
Low Fat,FDA49,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.064921764,19.7,4.0,8,-2.7345723648010143,4.489981532011285
Low Fat,FDC02,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.068822477,21.35,4.0,8,-2.676224886816458,5.558092898521725
Low Fat,FDK51,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.005235143,19.85,4.0,8,-5.2523611188913595,5.586830593495204
Low Fat,FDK40,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.021849398,7.035,4.0,8,-3.823581909307501,5.5724999799355
Low Fat,FDC53,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.008835694,8.68,4.0,8,-4.7289556250787115,4.580246146620609
Low Fat,FDI28,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.026321701,14.3,4.0,8,-3.6373615469537235,4.3647558495586285
Low Fat,FDJ04,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.124452048,18.0,4.0,8,-2.083834793895745,4.783420131678655
Low Fat,FDD16,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.036353098,20.5,4.0,8,-3.3144758516741097,4.342110479757024
Low Fat,FDP32,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.087669485,6.65,4.0,8,-2.434181387700254,4.8541202658432425
Low Fat,DRM11,Hard Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.066069578,6.57,4.0,8,-2.7170468801258685,5.56845060500239
Low Fat,DRO35,Hard Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.034570357,13.85,4.0,8,-3.3647586982289144,4.774484176677386
Low Fat,NCX29,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.089152528,10.0,4.0,8,-2.417406578372844,5.001999445599156
Low Fat,NCZ17,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.079431643,12.15,4.0,8,-2.5328584636712574,3.680106080374938
Low Fat,NCJ05,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.046088273,18.7,4.0,8,-3.077196743118809,5.041282177302108
Low Fat,NCV17,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.016107549,18.85,4.0,8,-4.128467234894952,4.873383465414831
Low Fat,NCA29,Household,OUT046,Tier 1,Small,Supermarket Type1,0.02727641,10.5,4.0,8,-3.601733052907153,5.149298662245168
Low Fat,NCX18,Household,OUT046,Tier 1,Small,Supermarket Type1,1e-09,14.15,4.0,8,-20.72326583694641,5.28478116413537
Low Fat,NCZ54,Household,OUT046,Tier 1,Small,Supermarket Type1,0.083359391,14.65,4.0,8,-2.484594006665955,5.093475316403739
Low Fat,NCD18,Household,OUT046,Tier 1,Small,Supermarket Type1,1e-09,16.0,4.0,8,-20.72326583694641,5.437500010727609
Low Fat,NCF54,Household,OUT046,Tier 1,Small,Supermarket Type1,0.047377053,18.0,4.0,8,-3.049617281426136,5.1483208794347695
Low Fat,NCC18,Household,OUT046,Tier 1,Small,Supermarket Type1,0.177270016,19.1,4.0,8,-1.7300811946986494,5.165027087710391
Low Fat,NCZ06,Household,OUT046,Tier 1,Small,Supermarket Type1,0.094161662,19.6,4.0,8,-2.362742165378753,5.5332701140137095
Low Fat,NCE42,Household,OUT046,Tier 1,Small,Supermarket Type1,0.010602292,21.1,4.0,8,-4.546685074822584,5.465507518876655
Low Fat,FDQ39,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.081042136,14.8,4.0,8,-2.512786062034665,5.26519792273935
Low Fat,NCM55,Others,OUT046,Tier 1,Small,Supermarket Type1,0.066726133,15.6,4.0,8,-2.7071586036933346,5.230533050178343
Low Fat,FDI22,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.096212432,12.6,4.0,8,-2.341196698890822,5.338793061113384
Low Fat,FDA21,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.03596071,13.65,4.0,8,-3.325328325413453,5.233204814019301
Low Fat,FDP46,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,15.35,4.0,8,-20.72326583694641,4.491811100218999
Low Fat,FDL34,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.040945898,16.0,4.0,8,-3.1955036446406733,4.970851649193291
Low Fat,FDS10,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.035185588,19.2,4.0,8,-3.3471187120363597,5.205828104212113
Low Fat,FDQ21,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.019423232,21.25,4.0,8,-3.9412854036017166,4.803000852382816
Low Fat,DRE48,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.01732573,8.43,4.0,8,-4.055562599151716,5.293188235013603
Low Fat,DRC49,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.065436581,8.67,4.0,8,-2.726673834385051,4.969207560597628
Low Fat,DRK13,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.115167579,11.8,4.0,8,-2.161367002621512,5.302351219611936
Low Fat,DRE25,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.073283193,15.35,4.0,8,-2.613423986967267,4.53057594177712
Low Fat,DRG37,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.019378432,16.2,4.0,8,-3.943594583945493,5.059407680329883
Low Fat,FDG59,Starchy Foods,OUT046,Tier 1,Small,Supermarket Type1,0.043234574,15.85,4.0,8,-3.1411147797465384,3.6716417346276002
Regular,FDI60,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.03832122,7.22,4.0,8,-3.2617514892255173,4.1407668458086455
Regular,FDY60,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,10.5,4.0,8,-20.72326583694641,4.971983165934554
Regular,FDK60,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,16.5,4.0,8,-20.72326583694641,4.576840667867124
Regular,FDM38,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.092771309,5.885,4.0,8,-2.3776178572515803,4.010930344055723
Regular,FDR25,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.139521931,17.0,4.0,8,-1.9695334786076109,5.590570475874394
Regular,FDH14,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.046808553,17.1,4.0,8,-3.061689336346198,4.959228309035639
Regular,FDW26,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.107057186,11.8,4.0,8,-2.2343921386888868,5.416887647800828
Regular,FDK03,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.073920438,12.6,4.0,8,-2.6047659263415874,5.5476571798927745
Regular,FDH17,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.01665334,16.2,4.0,8,-4.095144482072694,4.588762309997784
Regular,FDK08,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.122304725,9.195,4.0,8,-2.1012396025299886,4.607184156587149
Regular,FDW44,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.035151215,9.5,4.0,8,-3.348096095177766,5.152394082027341
Regular,FDD21,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.030569229,10.3,4.0,8,-3.487761364202154,4.737229495629939
Regular,FDY20,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.08175276,12.5,4.0,8,-2.50405570830679,4.500351745603135
Regular,FDT55,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.043655155,13.6,4.0,8,-3.131433905158724,5.061294187293918
Regular,FDP08,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.112410046,20.5,4.0,8,-2.185601968292253,5.263973303185396
Regular,FDI07,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.033760862,12.35,4.0,8,-3.388453076404991,5.287977089675801
Regular,FDZ39,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.018024769,19.7,4.0,8,-4.016008411427225,4.658701474198212
Regular,FDI09,Seafood,OUT046,Tier 1,Small,Supermarket Type1,0.129337594,20.75,4.0,8,-2.045329285270623,5.477249853593979
Regular,FDI58,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.070704474,7.64,4.0,8,-2.6492464266107936,4.547668183716633
Regular,FDX46,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.058116758,12.3,4.0,8,-2.8453012229783448,4.06998697683718
Regular,FDL21,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.007146415,15.85,4.0,8,-4.941144446619932,3.738811822862145
Regular,FDS22,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.023154399,16.85,4.0,8,-3.765570494903439,3.805390570112239
Regular,DRC01,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.019201403,5.92,4.0,8,-3.9527719297014303,3.8870989660606634
Regular,FDE23,Starchy Foods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,17.6,4.0,8,-20.72326583694641,3.850275253136737
Low Fat,FDN09,Snack Foods,OUT045,Tier 2,Medium,Supermarket Type1,1e-09,14.15,4.0,9,-20.72326583694641,5.50200405478273
Low Fat,FDA15,Dairy,OUT017,Tier 2,Medium,Supermarket Type1,0.016113019,9.3,4.0,4,-4.128127700219303,5.52069742647686
Low Fat,FDY36,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.009429612,12.3,4.0,9,-4.663900328464279,4.281349578920306
Low Fat,FDH48,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.060603014,13.5,4.0,9,-2.8034106511700636,4.46076849661437
Low Fat,FDG50,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.015302764,7.405,4.0,9,-4.179721813304872,4.509920604347661
Low Fat,FDS14,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.050065211,7.285,4.0,9,-2.9944289033101295,5.065305281035221
Low Fat,DRE27,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.132939639,11.85,4.0,9,-2.017860095883145,4.595852914710419
Low Fat,DRJ39,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.036399734,20.25,4.0,9,-3.313193812058451,5.395209022432303
Low Fat,FDF09,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.012173543,6.215,4.0,9,-4.408490288632589,3.6239355174732713
Low Fat,FDJ08,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.11089655,11.1,4.0,9,-2.199157494217018,5.26053553770404
Low Fat,FDS43,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.040597054,11.65,4.0,9,-3.2040597765835233,5.238163883728193
Low Fat,FDO44,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.087630566,12.6,4.0,9,-2.43462541496,4.709735585624937
Low Fat,FDE21,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.02299122,12.8,4.0,9,-3.7726428750643524,4.753152164152081
Low Fat,FDT31,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.01247354,19.75,4.0,9,-4.384145678261712,5.2395604993914136
Low Fat,DRN47,Hard Drinks,OUT045,Tier 2,Small,Supermarket Type1,1e-09,12.1,4.0,9,-20.72326583694641,5.197756425593423
Low Fat,NCS05,Health and Hygiene,OUT045,Tier 2,Small,Supermarket Type1,0.021020616,11.5,4.0,9,-3.8622516085393213,4.881241615030309
Low Fat,NCT41,Health and Hygiene,OUT045,Tier 2,Small,Supermarket Type1,0.05610384,15.7,4.0,9,-2.880551019598165,5.040209630197731
Low Fat,NCF43,Household,OUT045,Tier 2,Small,Supermarket Type1,0.052051256,8.51,4.0,9,-2.9555263535686866,4.964570412967177
Low Fat,NCK18,Household,OUT045,Tier 2,Small,Supermarket Type1,1e-09,9.6,4.0,9,-20.72326583694641,5.107268235029848
Low Fat,NCX18,Household,OUT045,Tier 2,Small,Supermarket Type1,0.008811818,14.15,4.0,9,-4.731661503909438,5.285794278992732
